source,target,relation,cone,distance
3356,46207,-1,52971,400.0000000000001
3356,34931,-1,52971,400.0000000000001
3356,35142,-1,52971,400.0000000000001
3356,35180,-1,52971,400.0000000000001
3356,33163,-1,52971,400.0000000000001
3356,36847,-1,52971,400.0000000000001
3356,39784,-1,52971,400.0000000000001
3356,59803,-1,52971,400.0000000000001
3356,57365,-1,52971,400.0000000000001
3356,60689,-1,52971,400.0000000000001
3356,60819,-1,52971,400.0000000000001
3356,59930,-1,52971,400.0000000000001
3356,54976,-1,52971,400.0000000000001
3356,56540,-1,52971,400.0000000000001
3356,56683,-1,52971,400.0000000000001
3356,62949,-1,52971,400.0000000000001
3356,61789,-1,52971,400.0000000000001
3356,61221,-1,52971,400.0000000000001
3356,51776,-1,52971,400.0000000000001
3356,51169,-1,52971,400.0000000000001
3356,52582,-1,52971,400.0000000000001
3356,52130,-1,52971,400.0000000000001
3356,48520,-1,52971,400.0000000000001
3356,48866,-1,52971,400.0000000000001
3356,49043,-1,52971,400.0000000000001
3356,50061,-1,52971,400.0000000000001
3356,49232,-1,52971,400.0000000000001
3356,49546,-1,52971,400.0000000000001
3356,54099,-1,52971,400.0000000000001
3356,52969,-1,52971,400.0000000000001
3356,22498,-1,52971,400.00000000000006
3356,22469,-1,52971,400.00000000000006
3356,22252,-1,52971,400.00000000000006
3356,22220,-1,52971,400.00000000000006
3356,22273,-1,52971,400.00000000000006
3356,22509,-1,52971,400.00000000000006
3356,22696,-1,52971,400.00000000000006
3356,22711,-1,52971,400.00000000000006
3356,22764,-1,52971,400.00000000000006
3356,22752,-1,52971,400.00000000000006
3356,22687,-1,52971,400.00000000000006
3356,22680,-1,52971,400.00000000000006
3356,22582,-1,52971,400.00000000000006
3356,22616,-1,52971,400.00000000000006
3356,22678,-1,52971,400.00000000000006
3356,22203,-1,52971,400.00000000000006
3356,21882,-1,52971,400.00000000000006
3356,21906,-1,52971,400.00000000000006
3356,21799,-1,52971,400.00000000000006
3356,21693,-1,52971,400.00000000000006
3356,21691,-1,52971,400.00000000000006
3356,21680,-1,52971,400.00000000000006
3356,21705,-1,52971,400.00000000000006
3356,21734,-1,52971,400.00000000000006
3356,22084,-1,52971,400.00000000000006
3356,22097,-1,52971,400.00000000000006
3356,22103,-1,52971,400.00000000000006
3356,22116,-1,52971,400.00000000000006
3356,22149,-1,52971,400.00000000000006
3356,21969,-1,52971,400.00000000000006
3356,21984,-1,52971,400.00000000000006
3356,22022,-1,52971,400.00000000000006
3356,22024,-1,52971,400.00000000000006
3356,22027,-1,52971,400.00000000000006
3356,22035,-1,52971,400.00000000000006
3356,21964,-1,52971,400.00000000000006
3356,22798,-1,52971,400.00000000000006
3356,25374,-1,52971,400.00000000000006
3356,22808,-1,52971,400.00000000000006
3356,23492,-1,52971,400.00000000000006
3356,23514,-1,52971,400.00000000000006
3356,23599,-1,52971,400.00000000000006
3356,23913,-1,52971,400.00000000000006
3356,23472,-1,52971,400.00000000000006
3356,25108,-1,52971,400.00000000000006
3356,25712,-1,52971,400.00000000000006
3356,25716,-1,52971,400.00000000000006
3356,25670,-1,52971,400.00000000000006
3356,25729,-1,52971,400.00000000000006
3356,25215,-1,52971,400.00000000000006
3356,23436,-1,52971,400.00000000000006
3356,23071,-1,52971,400.00000000000006
3356,23088,-1,52971,400.00000000000006
3356,23092,-1,52971,400.00000000000006
3356,23095,-1,52971,400.00000000000006
3356,23105,-1,52971,400.00000000000006
3356,23018,-1,52971,400.00000000000006
3356,22843,-1,52971,400.00000000000006
3356,22846,-1,52971,400.00000000000006
3356,22855,-1,52971,400.00000000000006
3356,22880,-1,52971,400.00000000000006
3356,22885,-1,52971,400.00000000000006
3356,22976,-1,52971,400.00000000000006
3356,23435,-1,52971,400.00000000000006
3356,23131,-1,52971,400.00000000000006
3356,23305,-1,52971,400.00000000000006
3356,23349,-1,52971,400.00000000000006
3356,23381,-1,52971,400.00000000000006
3356,23384,-1,52971,400.00000000000006
3356,23400,-1,52971,400.00000000000006
3356,23413,-1,52971,400.00000000000006
3356,23141,-1,52971,400.00000000000006
3356,23160,-1,52971,400.00000000000006
3356,23197,-1,52971,400.00000000000006
3356,23199,-1,52971,400.00000000000006
3356,23223,-1,52971,400.00000000000006
3356,23233,-1,52971,400.00000000000006
3356,19239,-1,52971,400.00000000000006
3356,19246,-1,52971,400.00000000000006
3356,19222,-1,52971,400.00000000000006
3356,19031,-1,52971,400.00000000000006
3356,19063,-1,52971,400.00000000000006
3356,19071,-1,52971,400.00000000000006
3356,19216,-1,52971,400.00000000000006
3356,19160,-1,52971,400.00000000000006
3356,19622,-1,52971,400.00000000000006
3356,19647,-1,52971,400.00000000000006
3356,19648,-1,52971,400.00000000000006
3356,19661,-1,52971,400.00000000000006
3356,19685,-1,52971,400.00000000000006
3356,19687,-1,52971,400.00000000000006
3356,19690,-1,52971,400.00000000000006
3356,19701,-1,52971,400.00000000000006
3356,19726,-1,52971,400.00000000000006
3356,19600,-1,52971,400.00000000000006
3356,19558,-1,52971,400.00000000000006
3356,18550,-1,52971,400.00000000000006
3356,18577,-1,52971,400.00000000000006
3356,18590,-1,52971,400.00000000000006
3356,18649,-1,52971,400.00000000000006
3356,18539,-1,52971,400.00000000000006
3356,18495,-1,52971,400.00000000000006
3356,18440,-1,52971,400.00000000000006
3356,18214,-1,52971,400.00000000000006
3356,18663,-1,52971,400.00000000000006
3356,18828,-1,52971,400.00000000000006
3356,18848,-1,52971,400.00000000000006
3356,18858,-1,52971,400.00000000000006
3356,18903,-1,52971,400.00000000000006
3356,18980,-1,52971,400.00000000000006
3356,18896,-1,52971,400.00000000000006
3356,18787,-1,52971,400.00000000000006
3356,18776,-1,52971,400.00000000000006
3356,18704,-1,52971,400.00000000000006
3356,18719,-1,52971,400.00000000000006
3356,18742,-1,52971,400.00000000000006
3356,18749,-1,52971,400.00000000000006
3356,18757,-1,52971,400.00000000000006
3356,18666,-1,52971,400.00000000000006
3356,19750,-1,52971,400.00000000000006
3356,20886,-1,52971,400.00000000000006
3356,20465,-1,52971,400.00000000000006
3356,20705,-1,52971,400.00000000000006
3356,21188,-1,52971,400.00000000000006
3356,21554,-1,52971,400.00000000000006
3356,21568,-1,52971,400.00000000000006
3356,21537,-1,52971,400.00000000000006
3356,21317,-1,52971,400.00000000000006
3356,21433,-1,52971,400.00000000000006
3356,21470,-1,52971,400.00000000000006
3356,21509,-1,52971,400.00000000000006
3356,20419,-1,52971,400.00000000000006
3356,19920,-1,52971,400.00000000000006
3356,19931,-1,52971,400.00000000000006
3356,19950,-1,52971,400.00000000000006
3356,19951,-1,52971,400.00000000000006
3356,19919,-1,52971,400.00000000000006
3356,20035,-1,52971,400.00000000000006
3356,20052,-1,52971,400.00000000000006
3356,19755,-1,52971,400.00000000000006
3356,19770,-1,52971,400.00000000000006
3356,19773,-1,52971,400.00000000000006
3356,19833,-1,52971,400.00000000000006
3356,19878,-1,52971,400.00000000000006
3356,19886,-1,52971,400.00000000000006
3356,20251,-1,52971,400.00000000000006
3356,20333,-1,52971,400.00000000000006
3356,20347,-1,52971,400.00000000000006
3356,20381,-1,52971,400.00000000000006
3356,20385,-1,52971,400.00000000000006
3356,20414,-1,52971,400.00000000000006
3356,20249,-1,52971,400.00000000000006
3356,20149,-1,52971,400.00000000000006
3356,20170,-1,52971,400.00000000000006
3356,25806,-1,52971,400.00000000000006
3356,30533,-1,52971,400.00000000000006
3356,30560,-1,52971,400.00000000000006
3356,30564,-1,52971,400.00000000000006
3356,30377,-1,52971,400.00000000000006
3356,30459,-1,52971,400.00000000000006
3356,30484,-1,52971,400.00000000000006
3356,30493,-1,52971,400.00000000000006
3356,30497,-1,52971,400.00000000000006
3356,30672,-1,52971,400.00000000000006
3356,31084,-1,52971,400.00000000000006
3356,31151,-1,52971,400.00000000000006
3356,31402,-1,52971,400.00000000000006
3356,30706,-1,52971,400.00000000000006
3356,30714,-1,52971,400.00000000000006
3356,29921,-1,52971,400.00000000000006
3356,29935,-1,52971,400.00000000000006
3356,29963,-1,52971,400.00000000000006
3356,29981,-1,52971,400.00000000000006
3356,30009,-1,52971,400.00000000000006
3356,30027,-1,52971,400.00000000000006
3356,30031,-1,52971,400.00000000000006
3356,30043,-1,52971,400.00000000000006
3356,30046,-1,52971,400.00000000000006
3356,29992,-1,52971,400.00000000000006
3356,29899,-1,52971,400.00000000000006
3356,29898,-1,52971,400.00000000000006
3356,29750,-1,52971,400.00000000000006
3356,29782,-1,52971,400.00000000000006
3356,29841,-1,52971,400.00000000000006
3356,30056,-1,52971,400.00000000000006
3356,30216,-1,52971,400.00000000000006
3356,30286,-1,52971,400.00000000000006
3356,30304,-1,52971,400.00000000000006
3356,30320,-1,52971,400.00000000000006
3356,30334,-1,52971,400.00000000000006
3356,30175,-1,52971,400.00000000000006
3356,30066,-1,52971,400.00000000000006
3356,30070,-1,52971,400.00000000000006
3356,30120,-1,52971,400.00000000000006
3356,30139,-1,52971,400.00000000000006
3356,30142,-1,52971,400.00000000000006
3356,32530,-1,52971,400.00000000000006
3356,32541,-1,52971,400.00000000000006
3356,32577,-1,52971,400.00000000000006
3356,32611,-1,52971,400.00000000000006
3356,32642,-1,52971,400.00000000000006
3356,32511,-1,52971,400.00000000000006
3356,32337,-1,52971,400.00000000000006
3356,32382,-1,52971,400.00000000000006
3356,32385,-1,52971,400.00000000000006
3356,32480,-1,52971,400.00000000000006
3356,32661,-1,52971,400.00000000000006
3356,32951,-1,52971,400.00000000000006
3356,32958,-1,52971,400.00000000000006
3356,32969,-1,52971,400.00000000000006
3356,32974,-1,52971,400.00000000000006
3356,32990,-1,52971,400.00000000000006
3356,32991,-1,52971,400.00000000000006
3356,32957,-1,52971,400.00000000000006
3356,32713,-1,52971,400.00000000000006
3356,32726,-1,52971,400.00000000000006
3356,32792,-1,52971,400.00000000000006
3356,32806,-1,52971,400.00000000000006
3356,32808,-1,52971,400.00000000000006
3356,32822,-1,52971,400.00000000000006
3356,31890,-1,52971,400.00000000000006
3356,31869,-1,52971,400.00000000000006
3356,31922,-1,52971,400.00000000000006
3356,31923,-1,52971,400.00000000000006
3356,31984,-1,52971,400.00000000000006
3356,31997,-1,52971,400.00000000000006
3356,31747,-1,52971,400.00000000000006
3356,31775,-1,52971,400.00000000000006
3356,31785,-1,52971,400.00000000000006
3356,31828,-1,52971,400.00000000000006
3356,32222,-1,52971,400.00000000000006
3356,32236,-1,52971,400.00000000000006
3356,32252,-1,52971,400.00000000000006
3356,32182,-1,52971,400.00000000000006
3356,32263,-1,52971,400.00000000000006
3356,32158,-1,52971,400.00000000000006
3356,32049,-1,52971,400.00000000000006
3356,32056,-1,52971,400.00000000000006
3356,32059,-1,52971,400.00000000000006
3356,32067,-1,52971,400.00000000000006
3356,32083,-1,52971,400.00000000000006
3356,32104,-1,52971,400.00000000000006
3356,32108,-1,52971,400.00000000000006
3356,26694,-1,52971,400.00000000000006
3356,26558,-1,52971,400.00000000000006
3356,26428,-1,52971,400.00000000000006
3356,26461,-1,52971,400.00000000000006
3356,26464,-1,52971,400.00000000000006
3356,26471,-1,52971,400.00000000000006
3356,26503,-1,52971,400.00000000000006
3356,26543,-1,52971,400.00000000000006
3356,26777,-1,52971,400.00000000000006
3356,26962,-1,52971,400.00000000000006
3356,26989,-1,52971,400.00000000000006
3356,26995,-1,52971,400.00000000000006
3356,27020,-1,52971,400.00000000000006
3356,26959,-1,52971,400.00000000000006
3356,27021,-1,52971,400.00000000000006
3356,27162,-1,52971,400.00000000000006
3356,27203,-1,52971,400.00000000000006
3356,26940,-1,52971,400.00000000000006
3356,26817,-1,52971,400.00000000000006
3356,26843,-1,52971,400.00000000000006
3356,26885,-1,52971,400.00000000000006
3356,27237,-1,52971,400.00000000000006
3356,25955,-1,52971,400.00000000000006
3356,25977,-1,52971,400.00000000000006
3356,25930,-1,52971,400.00000000000006
3356,26053,-1,52971,400.00000000000006
3356,26057,-1,52971,400.00000000000006
3356,26058,-1,52971,400.00000000000006
3356,26063,-1,52971,400.00000000000006
3356,25923,-1,52971,400.00000000000006
3356,25854,-1,52971,400.00000000000006
3356,25873,-1,52971,400.00000000000006
3356,26380,-1,52971,400.00000000000006
3356,26241,-1,52971,400.00000000000006
3356,26245,-1,52971,400.00000000000006
3356,26277,-1,52971,400.00000000000006
3356,26298,-1,52971,400.00000000000006
3356,26338,-1,52971,400.00000000000006
3356,26344,-1,52971,400.00000000000006
3356,26347,-1,52971,400.00000000000006
3356,26351,-1,52971,400.00000000000006
3356,26229,-1,52971,400.00000000000006
3356,26104,-1,52971,400.00000000000006
3356,26120,-1,52971,400.00000000000006
3356,26137,-1,52971,400.00000000000006
3356,26153,-1,52971,400.00000000000006
3356,26160,-1,52971,400.00000000000006
3356,26178,-1,52971,400.00000000000006
3356,26182,-1,52971,400.00000000000006
3356,26211,-1,52971,400.00000000000006
3356,26086,-1,52971,400.00000000000006
3356,25802,-1,52971,400.00000000000006
3356,28583,-1,52971,400.00000000000006
3356,28613,-1,52971,400.00000000000006
3356,28376,-1,52971,400.00000000000006
3356,28254,-1,52971,400.00000000000006
3356,28619,-1,52971,400.00000000000006
3356,29197,-1,52971,400.00000000000006
3356,29400,-1,52971,400.00000000000006
3356,29591,-1,52971,400.00000000000006
3356,29596,-1,52971,400.00000000000006
3356,28931,-1,52971,400.00000000000006
3356,27507,-1,52971,400.00000000000006
3356,27521,-1,52971,400.00000000000006
3356,27482,-1,52971,400.00000000000006
3356,27564,-1,52971,400.00000000000006
3356,27572,-1,52971,400.00000000000006
3356,27559,-1,52971,400.00000000000006
3356,27292,-1,52971,400.00000000000006
3356,27307,-1,52971,400.00000000000006
3356,27377,-1,52971,400.00000000000006
3356,27421,-1,52971,400.00000000000006
3356,27690,-1,52971,400.00000000000006
3356,27711,-1,52971,400.00000000000006
3356,28213,-1,52971,400.00000000000006
3356,27984,-1,52971,400.00000000000006
3356,17860,-1,52971,400.00000000000006
3356,7973,-1,52971,400.00000000000006
3356,8092,-1,52971,400.00000000000006
3356,8119,-1,52971,400.00000000000006
3356,7734,-1,52971,400.00000000000006
3356,7792,-1,52971,400.00000000000006
3356,7800,-1,52971,400.00000000000006
3356,7871,-1,52971,400.00000000000006
3356,7809,-1,52971,400.00000000000006
3356,7838,-1,52971,400.00000000000006
3356,7859,-1,52971,400.00000000000006
3356,8188,-1,52971,400.00000000000006
3356,8247,-1,52971,400.00000000000006
3356,6941,-1,52971,400.00000000000006
3356,6989,-1,52971,400.00000000000006
3356,6623,-1,52971,400.00000000000006
3356,7054,-1,52971,400.00000000000006
3356,7345,-1,52971,400.00000000000006
3356,7352,-1,52971,400.00000000000006
3356,7366,-1,52971,400.00000000000006
3356,7384,-1,52971,400.00000000000006
3356,7417,-1,52971,400.00000000000006
3356,7146,-1,52971,400.00000000000006
3356,7150,-1,52971,400.00000000000006
3356,7163,-1,52971,400.00000000000006
3356,7234,-1,52971,400.00000000000006
3356,10718,-1,52971,400.00000000000006
3356,10747,-1,52971,400.00000000000006
3356,10755,-1,52971,400.00000000000006
3356,10801,-1,52971,400.00000000000006
3356,10848,-1,52971,400.00000000000006
3356,10694,-1,52971,400.00000000000006
3356,10676,-1,52971,400.00000000000006
3356,10554,-1,52971,400.00000000000006
3356,10584,-1,52971,400.00000000000006
3356,10857,-1,52971,400.00000000000006
3356,10461,-1,52971,400.00000000000006
3356,10879,-1,52971,400.00000000000006
3356,11068,-1,52971,400.00000000000006
3356,11174,-1,52971,400.00000000000006
3356,11066,-1,52971,400.00000000000006
3356,11052,-1,52971,400.00000000000006
3356,10905,-1,52971,400.00000000000006
3356,10944,-1,52971,400.00000000000006
3356,10961,-1,52971,400.00000000000006
3356,10982,-1,52971,400.00000000000006
3356,10995,-1,52971,400.00000000000006
3356,11030,-1,52971,400.00000000000006
3356,11049,-1,52971,400.00000000000006
3356,9092,-1,52971,400.00000000000006
3356,9168,-1,52971,400.00000000000006
3356,10455,-1,52971,400.00000000000006
3356,10325,-1,52971,400.00000000000006
3356,10361,-1,52971,400.00000000000006
3356,10444,-1,52971,400.00000000000006
3356,10096,-1,52971,400.00000000000006
3356,2013,-1,52971,400.00000000000006
3356,2158,-1,52971,400.00000000000006
3356,2164,-1,52971,400.00000000000006
3356,2173,-1,52971,400.00000000000006
3356,2384,-1,52971,400.00000000000006
3356,1975,-1,52971,400.00000000000006
3356,1712,-1,52971,400.00000000000006
3356,1965,-1,52971,400.00000000000006
3356,1757,-1,52971,400.00000000000006
3356,1766,-1,52971,400.00000000000006
3356,1798,-1,52971,400.00000000000006
3356,1818,-1,52971,400.00000000000006
3356,1825,-1,52971,400.00000000000006
3356,2923,-1,52971,400.00000000000006
3356,3145,-1,52971,400.00000000000006
3356,3360,-1,52971,400.00000000000006
3356,2552,-1,52971,400.00000000000006
3356,2639,-1,52971,400.00000000000006
3356,1449,-1,52971,400.00000000000006
3356,158,-1,52971,400.00000000000006
3356,160,-1,52971,400.00000000000006
3356,243,-1,52971,400.00000000000006
3356,278,-1,52971,400.00000000000006
3356,543,-1,52971,400.00000000000006
3356,596,-1,52971,400.00000000000006
3356,225,-1,52971,400.00000000000006
3356,111,-1,52971,400.00000000000006
3356,6,-1,52971,400.00000000000006
3356,9,-1,52971,400.00000000000006
3356,98,-1,52971,400.00000000000006
3356,103,-1,52971,400.00000000000006
3356,1252,-1,52971,400.00000000000006
3356,1445,-1,52971,400.00000000000006
3356,1218,-1,52971,400.00000000000006
3356,1204,-1,52971,400.00000000000006
3356,773,-1,52971,400.00000000000006
3356,1057,-1,52971,400.00000000000006
3356,1088,-1,52971,400.00000000000006
3356,3401,-1,52971,400.00000000000006
3356,5661,-1,52971,400.00000000000006
3356,5790,-1,52971,400.00000000000006
3356,4983,-1,52971,400.00000000000006
3356,5049,-1,52971,400.00000000000006
3356,5088,-1,52971,400.00000000000006
3356,6075,-1,52971,400.00000000000006
3356,6404,-1,52971,400.00000000000006
3356,6105,-1,52971,400.00000000000006
3356,6109,-1,52971,400.00000000000006
3356,6189,-1,52971,400.00000000000006
3356,6210,-1,52971,400.00000000000006
3356,6282,-1,52971,400.00000000000006
3356,6289,-1,52971,400.00000000000006
3356,6091,-1,52971,400.00000000000006
3356,3715,-1,52971,400.00000000000006
3356,3745,-1,52971,400.00000000000006
3356,3769,-1,52971,400.00000000000006
3356,3713,-1,52971,400.00000000000006
3356,3458,-1,52971,400.00000000000006
3356,3465,-1,52971,400.00000000000006
3356,3495,-1,52971,400.00000000000006
3356,3598,-1,52971,400.00000000000006
3356,3921,-1,52971,400.00000000000006
3356,3926,-1,52971,400.00000000000006
3356,4882,-1,52971,400.00000000000006
3356,4884,-1,52971,400.00000000000006
3356,4546,-1,52971,400.00000000000006
3356,4195,-1,52971,400.00000000000006
3356,4318,-1,52971,400.00000000000006
3356,4364,-1,52971,400.00000000000006
3356,11179,-1,52971,400.00000000000006
3356,11184,-1,52971,400.00000000000006
3356,15145,-1,52971,400.00000000000006
3356,15198,-1,52971,400.00000000000006
3356,15206,-1,52971,400.00000000000006
3356,15141,-1,52971,400.00000000000006
3356,15215,-1,52971,400.00000000000006
3356,15260,-1,52971,400.00000000000006
3356,15278,-1,52971,400.00000000000006
3356,15224,-1,52971,400.00000000000006
3356,15026,-1,52971,400.00000000000006
3356,15113,-1,52971,400.00000000000006
3356,15036,-1,52971,400.00000000000006
3356,15053,-1,52971,400.00000000000006
3356,15073,-1,52971,400.00000000000006
3356,15092,-1,52971,400.00000000000006
3356,15048,-1,52971,400.00000000000006
3356,15324,-1,52971,400.00000000000006
3356,15768,-1,52971,400.00000000000006
3356,15992,-1,52971,400.00000000000006
3356,15347,-1,52971,400.00000000000006
3356,15442,-1,52971,400.00000000000006
3356,14969,-1,52971,400.00000000000006
3356,14449,-1,52971,400.00000000000006
3356,14521,-1,52971,400.00000000000006
3356,14446,-1,52971,400.00000000000006
