source,target,rel,cone
174,39120,-1,17
6461,11686,-1,17
174,38008,-1,17
1299,31034,-1,17
39120,16735,0,17
1299,48173,-1,17
1299,17547,-1,17
9541,31133,0,17
9541,52320,0,17
1299,24971,-1,17
6830,8778,0,17
174,549,-1,17
38008,3491,0,17
1299,210021,-1,17
1299,136933,-1,17
39120,9498,0,17
9498,55644,-1,17
9498,132267,-1,17
9370,3216,0,17
9541,6939,0,17
6762,31034,-1,17
6762,27988,-1,17
9541,1239,0,17
6762,37558,-1,17
1273,55644,-1,17
6762,17547,-1,17
1299,9146,-1,17
6762,8280,-1,17
1299,6821,-1,17
7195,61888,0,17
7195,53163,-1,17
7195,27988,-1,17
7195,11686,0,17
174,55644,-1,17
3356,8280,-1,17
174,23033,-1,17
3356,8426,-1,17
3320,8426,-1,17
6939,270596,0,17
6939,267484,0,17
6939,266136,0,17
7018,18712,-1,17
11686,52320,0,17
174,21782,-1,17
7473,134078,-1,17
7473,132267,-1,17
7473,17547,-1,17
7473,9370,0,17
16735,270596,-1,17
174,17547,-1,17
6939,57717,-1,17
6939,61888,0,17
6939,136933,-1,17
37558,52320,0,17
5511,48173,-1,17
174,28370,-1,17
3257,57717,-1,17
5511,8426,-1,17
3257,46562,-1,17
6939,263877,0,17
3257,8426,-1,17
3257,8323,-1,17
6939,199624,0,17
174,18779,-1,17
3257,39120,-1,17
6939,210021,0,17
3257,18779,-1,17
3257,18712,-1,17
3257,17547,0,17
28370,52320,0,17
28370,7195,0,17
3356,39120,-1,17
3356,37558,-1,17
28370,6939,0,17
3356,38008,-1,17
3491,18013,-1,17
3491,17547,-1,17
3491,8426,-1,17
12389,9370,0,17
3491,136933,-1,17
3491,55644,-1,17
174,46562,-1,17
3356,55644,-1,17
3356,53163,-1,17
3356,132267,-1,17
134078,6939,0,17
3356,263877,-1,17
4637,136933,0,17
267484,6461,0,17
4637,38008,-1,17
4637,39120,0,17
4637,134078,-1,17
3356,23248,-1,17
262773,6939,0,17
3356,31034,-1,17
4637,8426,0,17
8426,52320,0,17
174,14325,-1,17
8426,31133,0,17
6939,38008,0,17
6939,37558,0,17
6939,23033,0,17
6939,21782,-1,17
46562,52320,0,17
46562,3216,0,17
46562,6461,0,17
6939,17547,0,17
6939,18013,-1,17
6939,18779,-1,17
39120,52320,0,17
174,263801,-1,17
174,262773,-1,17
6939,30688,-1,17
174,263877,-1,17
6939,31034,0,17
8426,6939,0,17
16735,11686,0,17
174,210021,-1,17
8426,6461,0,17
2914,23033,-1,17
2914,48173,-1,17
6939,46562,0,17
2914,136933,-1,17
8426,3216,0,17
8426,1239,0,17
24971,6939,0,17
24971,1239,0,17
8426,9498,0,17
2914,9370,-1,17
12389,31200,-1,18
12389,25408,-1,18
9498,20811,0,18
9498,12859,0,18
9498,12637,0,18
9498,8896,0,18
12389,41722,-1,18
31133,41722,0,18
9293,3491,0,18
9293,3216,0,18
12389,51178,-1,18
31200,52320,0,18
4637,9293,0,18
4637,12637,0,18
4637,12859,0,18
3356,11320,-1,18
3356,11830,-1,18
3356,15763,-1,18
3356,15943,-1,18
3356,28669,-1,18
3356,52630,-1,18
3356,54527,-1,18
3356,61461,-1,18
3356,20811,-1,18
3356,8896,-1,18
43561,6939,0,18
3356,2734,-1,18
3356,5050,-1,18
3491,61461,-1,18
3491,132585,-1,18
6453,12338,-1,18
6453,61461,-1,18
6461,11320,-1,18
6461,12859,-1,18
6461,32217,-1,18
6461,33185,-1,18
6461,61461,-1,18
6453,8896,-1,18
6453,2734,-1,18
6939,2027,0,18
6939,2734,-1,18
6939,5050,0,18
6939,5078,-1,18
6939,8896,0,18
6939,9293,0,18
6939,11320,-1,18
6939,12637,0,18
6830,12859,0,18
6762,11830,-1,18
6762,15943,-1,18
6762,61461,-1,18
266129,6939,0,18
1239,8896,0,18
1239,12637,0,18
1239,12859,0,18
1239,20811,0,18
1239,60610,0,18
1299,25408,-1,18
1299,31200,-1,18
1299,32217,-1,18
1299,33185,-1,18
1299,51178,-1,18
1299,58321,-1,18
1299,60610,-1,18
1299,61461,-1,18
1299,12859,-1,18
1299,12637,-1,18
1299,11320,-1,18
1299,5078,-1,18
1299,8896,-1,18
1299,11830,-1,18
174,8896,-1,18
174,11320,-1,18
174,12338,-1,18
174,12637,-1,18
174,15943,-1,18
50597,6939,0,18
174,28642,-1,18
174,32217,-1,18
174,33185,-1,18
174,5078,-1,18
174,5050,-1,18
51178,6939,0,18
174,37678,-1,18
174,52630,-1,18
174,61461,-1,18
52320,12637,0,18
2914,60610,-1,18
2914,61461,-1,18
2914,28669,-1,18
2914,20811,-1,18
2914,9293,-1,18
2914,12637,-1,18
2914,12859,-1,18
2914,15943,-1,18
2914,18683,-1,18
3257,32217,-1,18
3257,33185,-1,18
3257,54527,-1,18
3257,61461,-1,18
3257,15943,-1,18
3216,12637,0,18
3257,2734,-1,18
3257,5078,-1,18
3257,11320,-1,18
2027,6461,0,18
2734,52320,0,18
6939,12859,0,18
6939,15763,0,18
8896,3216,0,18
8896,52320,0,18
60610,3216,0,18
60610,52320,0,18
7195,269311,-1,18
6939,54527,0,18
6939,58321,0,18
6939,60610,0,18
37678,52320,0,18
6939,61461,-1,18
6939,52630,0,18
6939,18683,0,18
6939,20811,0,18
6939,28669,0,18
6939,31200,0,18
6939,32217,-1,18
6939,33185,-1,18
6939,37678,0,18
6939,41722,0,18
6939,264598,0,18
7195,28669,-1,18
7195,52630,0,18
37678,3257,0,18
37678,3216,0,18
37678,1239,0,18
61461,52320,0,18
61461,16735,0,18
8391,1239,0,18
8391,6939,0,18
8391,52320,0,18
8391,31133,0,18
15763,1239,0,18
12956,27882,-1,18
31133,15763,0,18
31133,12859,0,18
31133,12637,0,18
12859,52320,0,18
16735,264598,-1,18
16735,266302,-1,18
15943,6939,0,18
15943,6461,0,18
15943,3320,0,18
15943,3216,0,18
15943,1299,0,18
15943,52320,0,18
15763,52320,0,18
20811,52320,0,18
12859,3216,0,18
31133,25408,0,18
31133,20811,0,18
49505,6939,0,19
2852,52320,0,19
174,43391,-1,19
13285,16735,0,19
174,43833,-1,19
9821,6939,0,19
174,56911,-1,19
2914,7670,-1,19
2914,17645,-1,19
2914,16553,-1,19
13285,3491,0,19
13285,1239,0,19
13285,3216,0,19
58599,3257,0,19
6762,2852,-1,19
6762,6503,-1,19
6762,6568,-1,19
2914,58599,-1,19
6762,198477,-1,19
2914,55805,-1,19
6762,43391,-1,19
49505,1239,0,19
13285,6939,0,19
3257,13285,-1,19
3257,32440,-1,19
6568,7195,0,19
3216,31257,-1,19
6461,13285,-1,19
6453,13285,-1,19
15598,3216,0,19
6939,200044,0,19
1299,31229,-1,19
6939,265080,0,19
1299,48293,-1,19
7195,265080,0,19
7473,55805,0,19
15598,6461,0,19
1273,29614,-1,19
1273,50973,-1,19
6939,55805,0,19
6939,56911,0,19
6939,58599,0,19
1299,15598,-1,19
12956,6568,-1,19
48293,6939,0,19
1299,49505,-1,19
1299,56911,-1,19
1299,58599,-1,19
1299,55805,-1,19
7670,7473,0,19
6939,7670,0,19
1239,15598,0,19
2852,3216,0,19
2852,1239,0,19
13359,6939,0,19
2852,6939,0,19
13285,52320,0,19
2852,31133,0,19
49505,52320,0,19
6939,32440,0,19
6939,31229,0,19
6939,32621,-1,19
6939,41206,0,19
6939,43391,0,19
6939,43833,0,19
1239,41206,0,19
1239,31229,0,19
9498,58599,-1,19
1239,56911,0,19
1239,55805,0,19
6939,15598,0,19
16553,6939,0,19
12389,31257,-1,19
12389,49505,-1,19
3356,41206,-1,19
3356,43833,-1,19
43391,1239,0,19
43391,52320,0,19
31133,31257,-1,19
31133,31229,0,19
174,32440,-1,19
12389,13259,-1,19
31133,55805,0,19
3356,31229,-1,19
4637,7670,-1,19
3356,32440,-1,19
3491,17645,-1,19
31133,13259,-1,19
174,31229,-1,19
4637,17645,-1,19
4637,13285,0,19
12389,200044,-1,19
174,6503,-1,19
3356,6568,-1,19
3356,32621,-1,19
32621,6461,0,19
3356,16553,-1,19
4637,55805,0,19
3356,15598,-1,19
3356,13285,-1,19
16553,52320,0,19
16553,16735,0,19
5511,13285,-1,19
55805,52320,0,19
3356,56911,-1,19
3320,13285,-1,19
174,32621,-1,19
56911,52320,0,19
31133,43391,0,19
3320,15598,-1,19
56911,3216,0,19
31229,52320,0,19
56911,6461,0,19
47794,52320,0,20
6939,262532,0,20
3356,38496,-1,20
12956,22869,-1,20
6939,134823,-1,20
3356,32298,-1,20
3356,28294,-1,20
3356,34177,-1,20
3356,33489,-1,20
6939,197091,0,20
7195,262532,0,20
7195,28173,0,20
12956,262532,-1,20
12956,28173,-1,20
16347,52320,0,20
3356,49824,-1,20
7473,56308,-1,20
47794,31133,0,20
174,6412,-1,20
6939,264288,0,20
3356,47794,-1,20
47794,1239,0,20
6939,376,0,20
174,134823,-1,20
3320,29551,-1,20
6939,6412,-1,20
52320,262186,-1,20
6939,36944,0,20
6939,38496,-1,20
6939,34177,0,20
6939,28294,0,20
9498,16347,0,20
6939,28173,0,20
6939,56308,0,20
6939,56595,0,20
174,8647,-1,20
174,8346,-1,20
3356,25645,-1,20
3356,16347,-1,20
6939,47176,0,20
6939,47794,-1,20
6939,43413,0,20
6939,49824,0,20
3356,19893,-1,20
9498,34177,0,20
174,262186,-1,20
9498,134823,0,20
3356,3479,-1,20
6939,25645,0,20
6939,16347,0,20
1239,38496,-1,20
1239,36944,0,20
1239,43413,0,20
1239,25645,-1,20
1239,34177,0,20
1239,16347,0,20
8647,3216,0,20
8647,6461,0,20
8647,6939,0,20
8647,1239,0,20
8647,52320,0,20
31133,36944,0,20
31133,34177,0,20
3356,262532,-1,20
31133,16347,0,20
174,376,-1,20
3356,266610,-1,20
174,3479,-1,20
3356,262186,-1,20
174,137,-1,20
36944,3491,0,20
36944,3257,0,20
36944,3216,0,20
36944,52320,0,20
28173,52320,0,20
134823,3257,0,20
1299,137,-1,20
3491,43413,-1,20
3491,38496,-1,20
1299,3479,-1,20
56308,3257,0,20
1299,8647,-1,20
3491,134823,-1,20
1299,49824,-1,20
1299,48832,-1,20
1299,56308,-1,20
1299,56595,-1,20
29551,6939,0,20
1299,197091,0,20
3479,6939,0,20
1299,29551,-1,20
1299,25144,-1,20
1299,16347,-1,20
4637,34177,0,20
4637,56308,0,20
1299,38496,-1,20
38496,3257,0,20
16347,3216,0,20
6762,8346,-1,20
2914,134823,-1,20
6461,19893,-1,20
174,47794,-1,20
6461,32298,-1,20
5511,47794,-1,20
174,34177,-1,20
3257,376,-1,20
5511,8346,-1,20
6762,28173,-1,20
2914,38496,-1,20
3257,56595,-1,20
174,25645,-1,20
174,36944,-1,20
3257,48832,-1,20
174,47176,-1,20
6461,56595,-1,20
5511,38496,-1,20
174,29551,-1,20
3257,29551,-1,20
34177,3216,0,20
6453,376,-1,20
2914,19893,-1,20
34177,52320,0,20
174,38496,-1,20
6453,8346,-1,20
174,32298,-1,20
16735,52950,-1,20
16735,52783,-1,20
16735,265144,-1,20
174,28294,-1,20
174,56308,-1,20
6762,56308,-1,20
2914,28173,-1,20
6453,56308,-1,20
2914,34177,-1,20
6762,38496,-1,20
6453,38496,-1,20
137557,3257,0,21
3257,9723,0,21
7195,52866,-1,21
1299,54048,-1,21
3356,52866,-1,21
18059,31133,0,21
262286,6461,0,21
12956,203936,-1,21
264215,6939,0,21
1239,41692,0,21
8283,1239,0,21
1299,29691,-1,21
44356,1239,0,21
8283,1273,0,21
12956,264668,-1,21
7473,44356,-1,21
3356,263144,-1,21
3356,264215,-1,21
31133,18001,0,21
3356,266009,-1,21
1299,8283,0,21
18059,1239,0,21
174,3330,-1,21
31133,20647,0,21
203936,1239,0,21
18001,52320,0,21
1299,271,-1,21
203936,3216,0,21
4637,8283,0,21
29691,52320,0,21
203936,52320,0,21
44356,3216,0,21
1299,18001,-1,21
1299,18059,-1,21
1299,20647,-1,21
18059,3257,0,21
44356,9498,0,21
18059,3216,0,21
8283,2914,0,21
18001,3216,0,21
1299,12722,-1,21
18059,6939,0,21
6762,8283,0,21
6939,15808,0,21
1299,44356,-1,21
6939,20647,0,21
6939,18001,0,21
2914,137557,-1,21
6939,9723,0,21
8283,52320,0,21
6762,15808,-1,21
3330,52320,0,21
52320,52866,-1,21
6939,29691,0,21
9498,24186,-1,21
31133,3330,0,21
3320,20647,-1,21
2914,18001,-1,21
6939,3330,0,21
41692,52320,0,21
1299,39040,-1,21
6830,8283,0,21
6830,29691,-1,21
3257,44356,-1,21
2914,18059,-1,21
31133,8283,0,21
174,18001,-1,21
31133,41692,0,21
174,18059,-1,21
6939,8283,0,21
6762,44356,-1,21
12387,52320,0,21
12387,6939,0,21
12387,1239,0,21
41692,3216,0,21
174,203936,-1,21
1299,41692,-1,21
6939,203936,0,21
3356,34594,-1,21
8283,9498,0,21
5511,15808,-1,21
20647,52320,0,21
3257,24514,-1,21
12722,6939,0,21
6939,137557,-1,21
18059,52320,0,21
8283,3216,0,21
1239,20647,0,21
8283,3320,0,21
1239,18001,0,21
8283,3491,0,21
3257,18001,0,21
6939,263144,0,21
8283,6453,0,21
8283,6461,0,21
1239,3330,0,21
44356,52320,0,21
6939,266009,0,21
12722,31133,0,21
1299,47775,-1,21
6939,41692,0,21
52320,266009,-1,21
52866,6939,0,21
6939,39608,0,21
6939,47775,0,21
20647,3216,0,21
6939,44356,-1,21
6939,34594,-1,21
6939,54048,-1,21
3356,20647,-1,21
8283,12956,0,21
3356,18001,-1,21
1299,34594,-1,21
3491,24429,-1,22
1299,15133,-1,22
14080,52320,0,22
3216,51346,-1,22
1299,14080,-1,22
1299,31252,-1,22
31133,24429,0,22
4637,48362,0,22
48641,52320,0,22
48641,6461,0,22
1299,24429,-1,22
1299,5413,-1,22
174,31122,-1,22
3491,14080,-1,22
3491,15133,-1,22
3216,48166,-1,22
1299,13489,-1,22
3491,9038,-1,22
4637,31122,0,22
3491,5413,-1,22
41820,6461,0,22
41820,3216,0,22
12593,6939,0,22
1239,23951,0,22
31133,49685,0,22
1239,24429,0,22
1239,26827,-1,22
31133,31122,0,22
13489,52320,0,22
1239,31122,0,22
3257,9038,-1,22
1239,15133,0,22
1239,14080,-1,22
31133,48362,0,22
41820,52320,0,22
3257,14080,-1,22
31122,3216,0,22
3257,31122,-1,22
31133,29648,-1,22
31122,52320,0,22
52862,6939,0,22
4637,15133,-1,22
16735,13489,0,22
3491,140570,-1,22
4637,5413,0,22
1239,60587,0,22
1239,41820,0,22
1239,49685,0,22
1239,48641,0,22
1239,48362,0,22
174,37288,-1,22
7018,15133,0,22
24429,3257,0,22
24429,3216,0,22
24429,16735,0,22
31252,6939,0,22
3356,49685,-1,22
7195,27843,0,22
7195,15133,0,22
5511,24429,-1,22
5511,15133,-1,22
6939,212815,0,22
31133,15133,0,22
6939,140570,-1,22
174,26827,-1,22
24429,52320,0,22
26827,16735,0,22
26827,52320,0,22
26827,6939,0,22
12956,15133,-1,22
12956,27843,-1,22
12956,27951,-1,22
12956,13489,-1,22
7473,15133,0,22
7473,24429,-1,22
23951,52320,0,22
23951,3257,0,22
3356,31252,-1,22
174,263703,-1,22
6939,8047,0,22
6939,5413,0,22
12389,15133,0,22
2914,53587,-1,22
6762,15133,-1,22
174,15497,-1,22
174,15133,-1,22
6762,9038,-1,22
6939,13489,0,22
174,48641,-1,22
6939,12186,0,22
174,49788,-1,22
6762,24429,-1,22
12389,24429,-1,22
6939,9038,0,22
6830,24429,0,22
6830,15133,0,22
3320,15133,-1,22
2914,5413,0,22
31133,5413,0,22
2914,14114,-1,22
2914,15133,-1,22
5413,6461,0,22
49685,3216,0,22
174,140570,-1,22
49685,52320,0,22
6939,668,-1,22
6939,49685,0,22
6939,49788,0,22
6939,48641,-1,22
6939,48362,0,22
6939,41820,0,22
3356,27843,-1,22
3356,27951,-1,22
6939,60587,0,22
3356,26827,-1,22
3356,24429,-1,22
3356,23951,0,22
6939,53587,-1,22
174,9038,-1,22
6939,57187,0,22
6939,15133,0,22
52320,27951,-1,22
6939,24429,0,22
6939,24739,0,22
9498,48362,0,22
6939,15497,-1,22
266413,7195,0,22
52320,15133,-1,22
12389,48166,-1,22
2914,140570,-1,22
3356,14114,-1,22
3356,5413,-1,22
9498,24429,0,22
174,12593,-1,22
174,12186,-1,22
3356,14080,0,22
174,13489,-1,22
9498,15133,-1,22
12389,51346,-1,22
6939,31122,0,22
48166,6939,0,22
48362,3216,0,22
3356,268235,-1,22
6453,24429,-1,22
48362,52320,0,22
1299,140570,-1,22
6453,14080,-1,22
6453,15133,-1,22
174,41820,-1,22
15133,1273,0,22
15133,3216,0,22
15133,16735,0,22
1299,48166,-1,22
1299,48362,-1,22
6461,14114,-1,22
1299,49788,-1,22
6461,31122,-1,22
48166,31133,0,22
268235,52320,0,22
668,2914,0,22
1299,5410,-1,23
6939,27446,-1,23
3356,5410,-1,23
6939,40065,-1,23
60169,52320,0,23
1299,10912,-1,23
3257,40065,-1,23
2914,21473,-1,23
2914,20853,-1,23
17828,3257,0,23
1299,34056,-1,23
17828,6939,0,23
5410,3320,0,23
5410,3216,0,23
1299,40065,-1,23
1299,45437,-1,23
3320,21473,-1,23
5410,6461,0,23
4637,60169,0,23
1299,20853,-1,23
1299,21277,-1,23
6939,12969,0,23
1299,21473,-1,23
6939,21277,0,23
6939,20853,0,23
4637,51847,-1,23
1299,60169,-1,23
6762,61317,-1,23
6939,5410,0,23
2914,51847,-1,23
1299,27446,-1,23
1299,61317,-1,23
3257,61317,-1,23
7195,270340,0,23
6453,21277,-1,23
45437,3257,0,23
45437,3216,0,23
45437,1239,0,23
45437,6939,0,23
23856,3257,0,23
23856,6939,0,23
3356,61317,-1,23
45437,52320,0,23
6939,60169,0,23
4637,17828,-1,23
61317,6939,0,23
61317,7195,0,23
3356,21277,-1,23
60169,1239,0,23
6939,51028,0,23
3356,21473,-1,23
61317,52320,0,23
3356,23856,-1,23
6939,393444,-1,23
6939,270340,0,23
6939,266520,0,23
1239,12969,0,23
1239,21277,0,23
1239,20853,0,23
1273,12969,-1,23
4637,12969,0,23
61317,1239,0,23
3356,393444,-1,23
3491,51847,-1,23
6939,263099,0,23
3356,270340,-1,23
9498,133720,-1,23
174,61317,-1,23
12956,52229,-1,23
174,20853,-1,23
12389,5410,0,23
174,27446,-1,23
174,21277,-1,23
12389,51028,-1,23
12969,3216,0,23
12969,6461,0,23
174,5410,-1,23
174,51847,-1,23
21473,6939,0,23
31133,21277,0,23
20853,52320,0,23
31133,20853,0,23
51847,3257,0,23
51847,6939,0,23
21473,52320,0,23
31133,51028,0,23
21473,31133,0,23
31133,5410,0,23
31133,60169,0,23
21277,52320,0,23
9498,133275,-1,23
31133,12969,0,23
21473,1239,0,23
174,10912,-1,23
9498,12969,0,23
12969,52320,0,23
1273,6758,-1,24
6939,12306,0,24
8309,1239,0,24
6939,8468,0,24
1299,3308,-1,24
31133,39180,0,24
1299,945,-1,24
6939,16851,0,24
52320,8048,-1,24
6939,14244,-1,24
8309,16735,0,24
8309,9498,0,24
8309,3216,0,24
8309,31133,0,24
8309,6939,0,24
766,6939,0,24
6939,6758,0,24
5511,39180,-1,24
174,766,-1,24
3356,266240,-1,24
6830,50266,0,24
1239,50266,0,24
12306,1239,0,24
12306,3216,0,24
12306,52320,0,24
174,803,-1,24
38001,3257,0,24
6939,803,-1,24
38001,1239,0,24
6939,945,-1,24
5511,8309,-1,24
21700,52320,0,24
5511,8048,-1,24
174,945,-1,24
5511,37204,-1,24
8309,52320,0,24
38001,9498,0,24
38001,6461,0,24
6939,38001,-1,24
6939,19855,-1,24
3356,34867,-1,24
47692,52320,0,24
7473,38001,-1,24
7473,19855,-1,24
7473,31898,-1,24
12956,19855,-1,24
12956,28008,-1,24
12956,31898,-1,24
7195,28008,0,24
7195,263025,0,24
39180,52320,0,24
3356,39180,-1,24
47692,31133,0,24
7195,268925,0,24
174,6758,-1,24
174,16851,-1,24
3356,31898,-1,24
3356,766,-1,24
28008,52320,0,24
3356,19855,-1,24
3356,16851,-1,24
28008,3216,0,24
12956,268925,-1,24
8194,6939,0,24
31133,12306,0,24
12389,44020,-1,24
37204,3257,0,24
3356,12306,-1,24
174,8309,-1,24
3356,6758,-1,24
3356,8309,-1,24
3356,8468,-1,24
3320,48918,-1,24
1299,31877,-1,24
1299,31898,-1,24
6939,50266,0,24
31898,16735,0,24
6939,47169,0,24
52320,266240,-1,24
6939,44020,0,24
31898,6939,0,24
1299,39180,-1,24
31898,1239,0,24
174,21700,-1,24
1299,38235,-1,24
6939,53264,-1,24
31898,3216,0,24
3356,50266,-1,24
6939,56910,-1,24
31898,31133,0,24
9498,31898,-1,24
6939,28008,0,24
1299,12306,-1,24
3320,12306,-1,24
6939,31877,0,24
14244,16735,0,24
6939,20910,0,24
14244,52320,0,24
1299,6758,-1,24
1299,8194,-1,24
1299,8468,-1,24
6939,24324,0,24
31133,44020,-1,24
3356,53264,-1,24
6939,37204,0,24
6939,38235,0,24
6939,39180,0,24
1299,16851,-1,24
31898,52320,0,24
6939,34867,-1,24
3320,31898,-1,24
3356,47692,-1,24
47692,6939,0,24
6939,268925,0,24
7018,31898,-1,24
47692,9498,0,24
39180,3216,0,24
21700,7195,0,24
21700,6939,0,24
6939,262903,0,24
6939,263025,0,24
21700,9498,0,24
1299,50266,-1,24
174,19855,-1,24
47692,1239,0,24
266240,6939,0,24
31133,50266,0,24
6762,8048,-1,24
4637,38001,0,24
3491,19855,-1,24
8468,3216,0,24
174,48918,0,24
3257,21700,-1,24
6762,8309,-1,24
6762,28008,-1,24
8468,6461,0,24
2914,38001,-1,24
6762,31898,-1,24
1239,28008,0,24
6453,24324,-1,24
174,34867,-1,24
6453,31898,-1,24
38235,3257,0,24
50266,52320,0,24
1239,8468,0,24
4637,31898,0,24
945,31133,0,24
3257,53264,-1,24
174,39180,-1,24
174,31898,-1,24
3491,38001,-1,24
3257,39180,-1,24
3491,38235,-1,24
50266,3216,0,24
2914,38235,-1,24
31133,28008,0,24
174,56910,-1,24
1239,47169,0,24
3257,31898,-1,24
3257,47169,-1,24
945,52320,0,24
945,9498,0,24
3257,16851,-1,24
6762,262903,-1,24
6461,803,-1,24
1239,34867,0,24
8468,52320,0,24
2914,31898,-1,24
174,31877,-1,24
174,38235,-1,24
6453,47169,-1,24
6453,47692,-1,24
174,53264,-1,24
1239,39180,0,24
2914,14244,-1,24
2914,12306,-1,24
6939,265036,0,25
6939,264170,0,25
553,6461,0,25
1299,50309,-1,25
5405,1239,0,25
6461,15695,-1,25
5405,6939,0,25
6939,37358,0,25
174,41998,0,25
1299,16904,-1,25
1299,15695,-1,25
6939,32425,-1,25
9498,553,0,25
3320,12541,-1,25
6461,23404,-1,25
1299,5405,-1,25
15695,1239,0,25
15695,3216,0,25
6939,21334,0,25
6461,20119,-1,25
6939,23404,-1,25
5405,31133,0,25
6939,22742,0,25
174,22742,-1,25
1299,41998,-1,25
1299,38930,-1,25
6453,15695,-1,25
1299,36352,-1,25
6939,209307,0,25
31133,48084,-1,25
3257,25003,-1,25
6453,38930,-1,25
6939,41998,0,25
3320,41998,-1,25
3257,22742,-1,25
3356,51048,-1,25
6939,51048,0,25
1299,32425,-1,25
6939,50309,0,25
3257,15695,-1,25
174,36352,-1,25
174,38930,-1,25
3257,57,-1,25
3356,6848,0,25
174,12541,0,25
48084,6939,0,25
50309,52320,0,25
3356,25003,-1,25
31133,41998,0,25
3356,15695,-1,25
3356,41998,-1,25
553,52320,0,25
1299,209307,-1,25
41998,52320,0,25
7195,264170,0,25
6939,20119,-1,25
3257,12541,-1,25
37358,3257,0,25
50309,3216,0,25
12956,15695,-1,25
50309,1239,0,25
4637,15695,-1,25
3356,32425,-1,25
3356,553,-1,25
12956,7438,-1,25
174,16904,-1,25
174,6713,-1,25
174,15695,-1,25
31376,6939,0,25
3216,209307,-1,25
3320,553,-1,25
2914,15695,-1,25
6762,15695,-1,25
41998,6461,0,25
1239,553,0,25
5511,6713,-1,25
1299,57,-1,25
6762,6713,-1,25
1299,553,-1,25
15695,52320,0,25
16735,32425,0,25
1239,41998,0,25
1273,21334,-1,25
3257,36352,-1,25
57,6461,0,25
6939,6848,0,25
3257,38930,-1,25
32425,52320,0,25
6939,9129,0,25
174,264170,-1,25
21334,1239,0,25
2914,32425,-1,25
41998,3216,0,25
22742,52320,0,25
174,553,-1,25
174,51048,-1,25
174,50309,-1,25
31133,31376,-1,25
31133,553,0,25
2914,5405,-1,25
5405,52320,0,25
6939,553,0,25
6939,15695,-1,25
15695,31133,0,25
6830,15695,-1,25
6939,57,-1,25
15695,16735,0,25
6939,16904,-1,25
6461,32425,-1,25
6830,6848,-1,25
45250,3257,0,26
3356,31313,-1,26
24637,52320,0,26
44684,3216,0,26
3356,4270,-1,26
20080,52320,0,26
5511,31313,-1,26
44684,6461,0,26
6762,20080,-1,26
20080,16735,0,26
174,262253,-1,26
3257,13046,-1,26
6939,7106,-1,26
1103,1239,0,26
1103,3216,0,26
174,45250,-1,26
1299,50304,-1,26
6939,2586,0,26
12956,262253,-1,26
25577,52320,0,26
3257,1103,-1,26
50304,52320,0,26
31313,6939,0,26
50304,1239,0,26
6939,1103,0,26
7195,4270,0,26
3491,24637,-1,26
4637,45250,0,26
174,7106,-1,26
50304,9498,0,26
44684,52320,0,26
25577,3216,0,26
7195,262253,0,26
25577,6939,0,26
50304,3216,0,26
269595,6939,0,26
50304,6461,0,26
269595,7195,0,26
25577,1239,0,26
3257,25577,-1,26
174,55140,-1,26
24637,1239,0,26
2914,20080,-1,26
2914,24637,-1,26
174,24637,-1,26
6939,50304,0,26
3356,24637,-1,26
6939,44684,0,26
3257,24637,-1,26
6939,45250,-1,26
6939,37153,0,26
4637,1103,0,26
6830,1103,0,26
20080,6939,0,26
6939,24637,-1,26
31133,44684,0,26
20080,7195,0,26
6461,24637,-1,26
3320,24637,-1,26
6461,1103,-1,26
31133,1103,0,26
1299,13046,-1,26
1239,44684,0,26
3356,8751,-1,26
2914,25577,-1,26
6762,31313,-1,26
24637,4637,0,26
1299,44684,-1,26
1103,9498,0,26
2914,44684,-1,26
1103,52320,0,26
3257,37153,0,26
31133,50304,0,26
6939,55140,-1,26
13046,6939,0,26
6762,262253,-1,26
1103,7473,0,26
6830,8758,-1,27
5511,37721,-1,27
2914,4538,-1,27
3356,19930,-1,27
5511,31167,-1,27
174,63213,-1,27
12956,37721,-1,27
3356,20141,-1,27
174,12179,-1,27
2914,12008,-1,27
2914,22548,-1,27
22548,7195,0,27
3257,63213,-1,27
16735,22548,-1,27
2914,19930,-1,27
3356,4213,-1,27
174,37721,-1,27
6762,37721,-1,27
2914,37721,-1,27
3356,8637,-1,27
37721,16735,0,27
6461,37721,-1,27
31133,5416,0,27
6453,37721,-1,27
37721,9498,0,27
6939,21283,0,27
6939,19782,-1,27
6939,20141,0,27
6461,20141,-1,27
6939,22548,-1,27
6939,37721,-1,27
3320,37721,-1,27
6461,4213,-1,27
37721,31133,0,27
37721,52320,0,27
6453,61614,-1,27
3216,5416,0,27
6939,4538,-1,27
6939,4213,-1,27
6677,6461,0,27
6677,3216,0,27
7195,263793,-1,27
6939,6677,0,27
6939,6360,-1,27
3257,12008,-1,27
31133,8637,0,27
4538,7473,0,27
12956,12008,-1,27
264127,6939,0,27
174,132167,-1,27
3257,4213,-1,27
174,14744,-1,27
12956,22548,-1,27
6677,52320,0,27
22548,52320,0,27
37721,3216,0,27
6939,63213,-1,27
37721,1239,0,27
37721,7195,0,27
6453,12008,-1,27
6939,8637,0,27
174,19782,-1,27
6453,5416,-1,27
174,263793,-1,27
6453,4538,-1,27
3257,37721,-1,27
174,20141,-1,27
19930,6939,0,27
5416,52320,0,27
1239,8637,0,27
8758,31133,0,27
1239,6677,0,27
1239,5416,0,27
132167,6939,0,27
