source,target,rel,cone
60064,6939,0,4
3216,8491,-1,4
3216,21332,-1,4
3216,21367,-1,4
3216,43973,-1,4
3216,47764,-1,4
3216,49673,-1,4
3216,39045,-1,4
3257,20355,-1,4
3257,25220,-1,4
3257,6498,-1,4
3257,8190,-1,4
3257,29177,-1,4
3257,31115,-1,4
3257,31641,-1,4
3257,32934,-1,4
9498,51519,0,4
9498,45528,-1,4
9498,45498,0,4
9498,23860,-1,4
3257,2698,-1,4
3257,5607,-1,4
3257,5760,-1,4
9498,4844,0,4
9498,134053,-1,4
9498,132556,-1,4
9498,58765,-1,4
32934,52320,0,4
2914,4844,-1,4
2914,5607,-1,4
2914,13414,-1,4
2914,14543,-1,4
45498,3257,0,4
45763,3257,0,4
32934,1273,0,4
32934,3216,0,4
45780,6939,0,4
32934,5511,0,4
32934,16735,0,4
32934,12956,0,4
32934,6461,0,4
32934,7018,0,4
32934,7473,0,4
2914,140457,-1,4
2914,393434,-1,4
2914,139341,-1,4
2914,30971,-1,4
2914,27008,-1,4
2914,21766,-1,4
2914,23783,-1,4
2914,24155,-1,4
2914,25220,-1,4
2914,32934,-1,4
2914,59659,-1,4
2914,63303,-1,4
2914,63916,-1,4
2914,36734,-1,4
2914,45410,-1,4
3356,25220,-1,4
3356,27501,-1,4
42763,6939,0,4
3356,31893,-1,4
3356,32934,-1,4
3356,31115,-1,4
3356,28373,-1,4
3356,14543,-1,4
3356,15743,-1,4
3356,13414,-1,4
3356,13781,-1,4
3356,21766,-1,4
3356,22402,-1,4
3356,20634,-1,4
3356,16567,-1,4
3356,20255,-1,4
3356,60806,-1,4
3356,61124,-1,4
3356,58010,-1,4
3356,60447,-1,4
3356,45396,0,4
3356,36734,-1,4
3356,40913,-1,4
3356,41913,-1,4
3356,43142,-1,4
3356,47329,-1,4
42632,6939,0,4
3356,47764,-1,4
3356,52780,-1,4
3320,58010,-1,4
3320,8387,-1,4
3320,15743,-1,4
3320,25220,-1,4
3320,32934,-1,4
3257,43142,-1,4
3257,48339,-1,4
3257,48638,-1,4
3257,50124,-1,4
3257,50153,-1,4
44914,6939,0,4
3257,39636,-1,4
3257,398427,-1,4
3257,394625,-1,4
3257,60447,-1,4
3257,63916,-1,4
3257,196983,-1,4
3257,198330,-1,4
3257,198890,-1,4
43142,31133,0,4
43142,52320,0,4
43142,6461,0,4
43142,3216,0,4
43142,1239,0,4
43142,6939,0,4
43414,3216,0,4
43414,6461,0,4
3356,2707,-1,4
3356,4927,-1,4
3356,5607,-1,4
3356,6498,-1,4
43414,52320,0,4
12956,265867,-1,4
12956,139341,-1,4
12956,60447,0,4
13414,52320,0,4
13414,6461,0,4
13414,3216,0,4
1299,25220,-1,4
1299,39310,-1,4
1299,44914,-1,4
1299,45498,-1,4
1299,31214,-1,4
1299,31621,-1,4
1299,32934,-1,4
1299,394625,-1,4
1299,271934,-1,4
1299,58010,-1,4
1299,59659,-1,4
1299,60447,-1,4
1299,47764,-1,4
1299,48638,-1,4
1299,48940,-1,4
1299,51904,-1,4
1299,61124,-1,4
1299,209255,-1,4
1299,212271,-1,4
1299,263725,-1,4
1299,62410,-1,4
1299,139341,-1,4
31133,48940,-1,4
31133,47764,-1,4
31133,51519,0,4
31133,58010,0,4
31133,58271,-1,4
31133,32934,0,4
31133,39045,-1,4
31133,42437,-1,4
31133,13178,-1,4
31133,13414,0,4
31133,15743,0,4
47544,3257,0,4
12389,23673,0,4
12389,13414,0,4
2715,52320,0,4
12389,25515,-1,4
31608,6939,0,4
31641,6939,0,4
12389,32934,0,4
12389,39045,-1,4
12389,60651,-1,4
12389,48043,-1,4
12389,47764,-1,4
12389,45029,-1,4
12389,43973,-1,4
12389,42437,-1,4
12389,42139,-1,4
47764,6939,0,4
30740,52320,0,4
12956,13414,-1,4
30740,1239,0,4
30740,3216,0,4
30740,6461,0,4
30740,6939,0,4
6939,11817,-1,4
6939,4844,0,4
6939,4927,-1,4
6939,8796,0,4
6939,8491,0,4
6939,6648,-1,4
6939,5760,-1,4
6939,5607,0,4
6939,22690,0,4
6939,22402,0,4
6939,21766,-1,4
6939,21367,0,4
6939,20751,0,4
6939,20634,0,4
6939,23673,-1,4
6939,23783,0,4
6939,29177,0,4
6939,28858,0,4
6939,27781,0,4
6939,27501,-1,4
6939,27008,-1,4
6939,19518,-1,4
6939,13414,0,4
6939,14453,0,4
6939,14463,0,4
6939,18885,-1,4
6939,15743,0,4
6939,15165,-1,4
6830,43142,0,4
6830,42162,-1,4
6830,41913,-1,4
6830,32934,0,4
6830,13414,0,4
6830,5607,0,4
6830,43414,-1,4
6830,47544,-1,4
6830,48638,-1,4
6830,60064,-1,4
6830,59414,-1,4
6830,58010,-1,4
4844,3257,0,4
4844,6461,0,4
6939,3464,-1,4
6939,2895,0,4
6939,2715,0,4
6939,2707,0,4
6939,2698,-1,4
6939,262764,0,4
6939,262753,0,4
6939,262404,0,4
6939,262360,0,4
6939,213113,0,4
6939,209288,0,4
6939,209255,0,4
6939,208569,0,4
6939,202265,0,4
6939,265277,0,4
6939,264959,0,4
6939,263164,0,4
6939,263055,0,4
6939,262898,0,4
6939,262880,0,4
6939,266213,0,4
6939,198890,0,4
6939,198524,0,4
6939,197248,-1,4
6939,196983,0,4
6939,139341,0,4
7195,13414,0,4
7195,262753,0,4
7195,139341,0,4
7195,32934,0,4
6939,269672,0,4
6939,269215,0,4
6939,268985,0,4
40545,52320,0,4
6939,267638,0,4
7018,22002,-1,4
6939,396422,-1,4
6939,394625,-1,4
6939,393227,0,4
6939,329101,0,4
6939,45763,0,4
6939,45498,0,4
6939,45410,0,4
6939,45396,0,4
6939,46231,-1,4
6939,43414,0,4
6939,42437,0,4
6939,43973,0,4
6939,48339,0,4
6939,47329,0,4
6939,48438,-1,4
6939,33362,-1,4
6939,31621,0,4
6939,31214,0,4
6939,31115,0,4
6939,30971,0,4
6939,32934,0,4
6939,40913,0,4
6939,40545,0,4
6939,39636,0,4
6939,38887,0,4
6939,37684,-1,4
6939,36443,-1,4
6939,36436,-1,4
6939,62129,-1,4
6939,61895,0,4
6939,61218,0,4
6939,134143,0,4
6939,134067,0,4
6939,132829,-1,4
6939,53162,0,4
6939,52780,0,4
6939,51519,0,4
6939,50293,-1,4
6939,50124,0,4
6939,49673,0,4
6939,48940,0,4
6939,51528,0,4
6939,61124,0,4
6939,60806,0,4
6939,60539,0,4
6939,60447,0,4
6939,59659,0,4
6939,58010,-1,4
39045,6939,0,4
5607,6461,0,4
5511,47764,-1,4
5511,50124,-1,4
5511,60447,-1,4
5511,139341,-1,4
5511,271934,-1,4
6762,265867,-1,4
39310,6939,0,4
6762,60447,-1,4
6762,56457,-1,4
6762,32934,-1,4
6762,31621,-1,4
6762,31115,-1,4
6762,30740,-1,4
6461,21766,-1,4
6461,19406,-1,4
6461,22402,-1,4
6461,18885,-1,4
6461,16567,-1,4
6461,15221,-1,4
6461,14543,-1,4
6461,14048,-1,4
6461,19016,-1,4
6461,27008,-1,4
6461,394625,-1,4
6461,266574,0,4
6461,46231,-1,4
6461,33362,-1,4
6461,31893,-1,4
6461,27501,-1,4
6461,2707,-1,4
6453,139341,-1,4
6453,60447,-1,4
6453,32934,-1,4
6648,3257,0,4
6648,1239,0,4
4637,32934,0,4
41913,31133,0,4
41913,52320,0,4
41913,6939,0,4
41913,6461,0,4
41913,4637,0,4
41913,3257,0,4
41913,3216,0,4
41913,1239,0,4
3356,204006,-1,4
3356,139341,-1,4
42512,6939,0,4
3356,264186,-1,4
3356,265277,-1,4
3356,269338,-1,4
3356,269672,-1,4
3356,393227,-1,4
3356,268985,-1,4
3356,262720,-1,4
3356,263229,0,4
3356,394901,-1,4
8676,6939,0,4
3491,132829,-1,4
8387,6939,0,4
8387,1239,0,4
3491,139341,-1,4
3491,63916,-1,4
3491,6648,-1,4
3491,36734,-1,4
3491,60447,-1,4
3491,13414,-1,4
3491,32934,-1,4
36734,6939,0,4
7473,6648,-1,4
7473,6498,-1,4
7473,4844,-1,4
4637,13414,0,4
4637,23673,0,4
4637,24155,-1,4
4637,25220,0,4
7473,63916,-1,4
4637,6498,-1,4
4637,6648,-1,4
7473,139341,-1,4
7473,132829,-1,4
15743,52320,0,4
25220,6939,0,4
25220,3216,0,4
25220,9498,0,4
25220,1239,0,4
16735,267079,-1,4
16735,263019,-1,4
16735,13414,0,4
16735,262772,-1,4
25220,31133,0,4
25220,52320,0,4
174,29177,-1,4
174,31641,-1,4
174,32934,-1,4
174,33044,-1,4
174,30740,-1,4
174,23673,-1,4
174,22402,-1,4
174,21766,-1,4
23673,3257,0,4
23673,3491,0,4
23673,1239,0,4
174,36436,-1,4
174,36443,-1,4
23673,7473,0,4
23673,9498,0,4
23673,6461,0,4
174,13790,-1,4
174,14048,-1,4
174,14453,-1,4
174,19016,-1,4
174,19406,-1,4
174,3450,-1,4
174,3464,-1,4
174,37425,-1,4
174,4927,-1,4
174,5760,-1,4
174,8796,-1,4
174,208569,-1,4
174,212271,-1,4
174,198524,-1,4
174,198890,-1,4
174,200023,-1,4
174,60064,-1,4
174,60447,-1,4
174,61124,-1,4
174,61218,-1,4
174,62129,-1,4
174,56457,-1,4
174,50293,-1,4
174,63916,-1,4
174,131657,-1,4
174,132829,-1,4
174,268985,-1,4
174,394901,-1,4
174,396422,-1,4
174,398427,-1,4
174,42512,-1,4
174,43142,-1,4
174,40545,-1,4
174,40913,-1,4
19016,6939,0,4
174,44914,-1,4
174,45410,-1,4
174,44141,-1,4
174,46231,-1,4
174,47329,-1,4
28634,16735,0,4
1239,30971,0,4
1239,32934,0,4
1239,31621,0,4
28634,1239,0,4
28634,6939,0,4
28634,3257,0,4
28634,7195,0,4
1299,8796,-1,4
1239,43414,0,4
1299,15743,-1,4
14551,6939,0,4
14551,3356,0,4
14551,12956,0,4
14551,7195,0,4
14551,16735,0,4
1239,20751,0,4
1299,14453,-1,4
1239,4844,0,4
1299,13178,-1,4
1299,13790,-1,4
1273,60447,-1,4
1273,13414,0,4
27781,16735,0,4
14463,7195,0,4
27781,52320,0,4
1239,51519,0,4
1273,6648,-1,4
1239,139341,0,4
1239,197248,0,4
1239,61124,0,4
14463,52320,0,4
1239,15743,0,4
1299,21766,-1,4
1299,21367,-1,4
1239,13414,0,4
14453,6461,0,4
1299,5607,-1,4
1239,50293,0,4
28634,52320,0,4
1239,44141,0,4
7473,11158,-1,5
6939,138915,0,5
6939,211882,0,5
20081,6939,0,5
6939,196922,0,5
6939,200759,-1,5
6939,201933,-1,5
7195,264496,-1,5
6939,328576,0,5
6939,270417,0,5
6939,270581,0,5
6939,270804,0,5
6939,271185,0,5
6939,271508,0,5
7018,6619,-1,5
6939,265703,0,5
6939,266242,0,5
6939,267458,0,5
6939,264496,0,5
6939,264544,0,5
6939,136119,0,5
7195,138915,-1,5
7195,270804,0,5
6939,64445,0,5
6939,262868,0,5
262572,6939,0,5
8282,52320,0,5
262374,6939,0,5
8282,6461,0,5
8282,3216,0,5
262806,6939,0,5
6233,52320,0,5
6233,3216,0,5
20810,1239,0,5
6461,63474,-1,5
6461,61323,-1,5
6461,39886,-1,5
6461,36295,-1,5
6461,35937,-1,5
6619,6939,0,5
6453,20661,-1,5
20810,52320,0,5
6453,14315,-1,5
6453,6619,-1,5
6453,138915,-1,5
6461,32244,0,5
6461,11353,-1,5
6461,11114,-1,5
6461,8304,-1,5
265043,6939,0,5
21472,1239,0,5
21472,52320,0,5
22418,52320,0,5
14315,6939,0,5
6939,12905,0,5
6939,11178,-1,5
6939,21472,0,5
6939,20810,-1,5
6939,20412,-1,5
6939,22418,-1,5
6939,15146,-1,5
6939,14979,-1,5
6939,14866,-1,5
6939,15435,0,5
6939,18260,0,5
6939,17457,0,5
6939,17077,0,5
6939,6233,0,5
263495,6461,0,5
263495,6939,0,5
6939,11158,0,5
6939,11114,0,5
6939,9519,0,5
6939,8111,-1,5
6939,7546,0,5
6939,8282,0,5
6939,24413,0,5
6939,51402,0,5
6939,51580,0,5
6939,49101,0,5
6939,53152,0,5
6939,53196,0,5
6939,54133,-1,5
6939,54054,0,5
6939,59877,0,5
6939,32244,0,5
6939,31514,0,5
6939,31103,-1,5
6939,33333,-1,5
6939,34119,0,5
6939,27901,0,5
6939,25459,0,5
6939,24700,0,5
6939,24593,0,5
6939,28606,0,5
6939,30404,0,5
6939,42845,0,5
6939,42010,-1,5
6939,45637,0,5
6939,41336,0,5
6939,38768,-1,5
6939,36295,-1,5
6939,35539,0,5
6939,41033,0,5
6939,40788,-1,5
6939,39668,0,5
6939,39582,0,5
6762,60849,-1,5
6762,54054,-1,5
6762,14979,-1,5
6762,38768,-1,5
6762,52527,-1,5
6762,51580,-1,5
6939,3221,-1,5
196705,6939,0,5
6939,2527,0,5
6830,15435,-1,5
6830,6233,-1,5
6830,57811,-1,5
6830,200759,-1,5
15435,3320,0,5
31133,15435,0,5
15435,3216,0,5
31133,41560,-1,5
15435,7473,0,5
15435,6461,0,5
31133,6233,0,5
15435,1239,0,5
31133,12737,-1,5
31133,12322,0,5
31133,196922,0,5
9498,56272,-1,5
9498,133593,-1,5
9498,6233,0,5
9498,18434,-1,5
31133,51402,0,5
15435,9498,0,5
31103,1239,0,5
201933,1239,0,5
15699,1239,0,5
15699,6939,0,5
31103,52320,0,5
11114,52320,0,5
11114,16735,0,5
136119,3257,0,5
12389,33962,-1,5
12389,20661,-1,5
12389,21378,-1,5
12389,21487,-1,5
12322,6461,0,5
15435,52320,0,5
9519,3257,0,5
34119,52320,0,5
12389,49814,-1,5
12389,138915,-1,5
34119,3216,0,5
17457,3257,0,5
138881,1239,0,5
138881,3216,0,5
61323,6939,0,5
61323,3216,0,5
61323,1239,0,5
61323,52320,0,5
211882,3216,0,5
61323,31133,0,5
16735,263891,-1,5
12956,19422,-1,5
30404,52320,0,5
16735,264544,-1,5
16735,267563,-1,5
30404,16735,0,5
16735,138915,0,5
16735,14979,0,5
16735,54054,0,5
16735,32244,0,5
8304,52320,0,5
138881,52320,0,5
8304,3216,0,5
8304,6939,0,5
8304,1239,0,5
138915,52320,0,5
8304,31133,0,5
200899,6939,0,5
25098,6939,0,5
199976,1239,0,5
199976,6939,0,5
34968,52320,0,5
34968,6939,0,5
34968,1239,0,5
34968,3216,0,5
34968,31133,0,5
21472,3216,0,5
270804,52320,0,5
52729,6939,0,5
174,42845,-1,5
1299,40028,-1,5
1299,40111,-1,5
39582,52320,0,5
39591,3216,0,5
39591,1239,0,5
39591,31133,0,5
1299,51402,-1,5
39591,6939,0,5
2914,1880,-1,5
2914,6233,-1,5
39582,3216,0,5
3356,1742,-1,5
3356,2527,0,5
174,36295,-1,5
3356,6233,-1,5
3356,6619,-1,5
266371,7195,0,5
174,31103,-1,5
3356,11114,-1,5
3356,11158,-1,5
1299,25098,-1,5
3356,8282,-1,5
3356,8304,-1,5
174,32244,-1,5
174,33333,-1,5
1299,33962,-1,5
174,39582,-1,5
1299,33333,-1,5
174,39591,-1,5
174,40111,-1,5
174,40788,-1,5
266389,6939,0,5
266389,6461,0,5
4637,15435,0,5
3216,41560,-1,5
3216,32244,0,5
327901,3257,0,5
54054,52320,0,5
3216,31359,-1,5
3216,12737,-1,5
4637,6233,0,5
2914,54054,-1,5
174,328576,-1,5
174,270126,-1,5
41033,52320,0,5
2914,136119,-1,5
174,265703,-1,5
2914,63528,-1,5
41033,1239,0,5
3216,138915,-1,5
52320,196922,0,5
4540,6939,0,5
52320,32244,0,5
52320,14979,0,5
52320,6306,-1,5
3257,15146,-1,5
3257,15435,-1,5
2914,18260,-1,5
1299,270126,-1,5
3257,25459,-1,5
2914,14315,-1,5
2914,15699,-1,5
174,54054,-1,5
3257,24413,-1,5
1299,200899,-1,5
174,135097,-1,5
52527,7195,0,5
174,138915,-1,5
174,61323,-1,5
2914,24413,-1,5
3257,12905,-1,5
3257,8304,-1,5
3257,50173,-1,5
1299,61323,-1,5
3257,42845,-1,5
3257,45637,0,5
3257,51580,-1,5
1299,57811,-1,5
3257,138915,-1,5
3257,61323,-1,5
3257,57811,-1,5
39591,52320,0,5
3257,34968,-1,5
3257,30404,-1,5
1299,138915,-1,5
3257,39591,-1,5
3257,40028,-1,5
3257,40788,-1,5
1299,136119,-1,5
2914,11158,-1,5
1299,196922,-1,5
52527,6939,0,5
2914,45974,-1,5
2914,40111,-1,5
40028,6939,0,5
271023,6939,0,5
3257,4540,-1,5
2914,38768,-1,5
2914,34119,-1,5
3356,38768,-1,5
1299,12739,-1,5
1239,8282,0,5
174,15699,-1,5
1299,12322,-1,5
1299,11114,-1,5
174,17400,-1,5
3491,6619,-1,5
174,18434,-1,5
174,17077,-1,5
3491,2527,-1,5
1299,15146,-1,5
5511,8304,-1,5
5511,6306,-1,5
174,14315,-1,5
1299,3221,-1,5
328576,3257,0,5
3356,263891,-1,5
1299,6233,-1,5
1299,6619,-1,5
3356,27901,-1,5
174,15435,-1,5
3356,268355,-1,5
3356,42010,-1,5
57811,16735,0,5
2527,7473,0,5
3491,24413,-1,5
57811,6939,0,5
57811,7195,0,5
57811,3216,0,5
51402,1239,0,5
57811,52320,0,5
174,20412,-1,5
174,20081,-1,5
53152,52320,0,5
3356,25459,-1,5
174,1742,-1,5
1239,1880,-1,5
3356,34119,-1,5
1239,49101,0,5
3356,63474,-1,5
1239,6233,0,5
1239,138915,0,5
1239,196922,0,5
3356,32244,-1,5
174,11178,-1,5
174,8282,-1,5
174,8304,-1,5
3356,35937,-1,5
3356,199976,-1,5
5511,59877,-1,5
3356,201933,-1,5
3356,200899,-1,5
5511,38768,-1,5
52935,52320,0,5
3356,36295,-1,5
1239,34119,0,5
5511,138915,-1,5
1239,42010,0,5
174,12322,-1,5
1239,39582,0,5
3356,138915,-1,5
3356,196922,-1,5
174,24700,-1,5
3356,18434,-1,5
174,24867,-1,5
3491,138915,-1,5
174,30404,-1,5
3356,52527,-1,5
1299,20081,-1,5
1299,20412,-1,5
3356,45974,-1,5
174,27901,-1,5
3356,57811,-1,5
3356,59877,-1,5
174,25098,-1,5
174,25459,0,5
268355,6939,0,5
3356,21472,-1,5
174,22418,-1,5
174,21472,-1,5
51402,52320,0,5
57811,1239,0,5
3356,51580,-1,5
3491,60849,-1,5
1239,18434,-1,5
9498,132799,-1,6
1239,29687,0,6
1239,200924,0,6
1239,5394,0,6
1239,34244,0,6
16735,266539,-1,6
8664,6939,0,6
1239,48452,0,6
24916,52320,0,6
24916,3216,0,6
24916,6461,0,6
1239,59395,0,6
3257,5394,-1,6
1239,6876,0,6
262854,6939,0,6
9498,17426,-1,6
1239,6621,-1,6
1239,43545,0,6
3356,62275,-1,6
3356,41508,-1,6
3216,206446,0,6
3356,43289,-1,6
3216,39927,-1,6
262567,52320,0,6
1239,24916,0,6
3356,59395,-1,6
3356,60672,-1,6
41320,6939,0,6
3356,38176,-1,6
3356,43545,-1,6
8301,3216,0,6
8301,1239,0,6
1299,29687,-1,6
8301,52320,0,6
1299,26073,-1,6
3356,19021,-1,6
3356,19844,-1,6
35592,1239,0,6
35592,6939,0,6
3356,24916,-1,6
3356,23308,-1,6
3356,24295,-1,6
1299,31370,-1,6
1299,34244,-1,6
3356,14522,-1,6
3356,10299,-1,6
3356,12087,-1,6
3356,10587,-1,6
43289,1239,0,6
61031,6939,0,6
43545,52320,0,6
43545,3216,0,6
1299,19844,-1,6
3356,7806,-1,6
60840,6939,0,6
3356,8301,-1,6
3356,13830,-1,6
1299,22987,-1,6
3356,2830,-1,6
3356,13354,-1,6
3356,7296,-1,6
3356,6621,-1,6
1299,62275,-1,6
135060,6939,0,6
1299,60475,-1,6
3257,60475,-1,6
3257,48452,-1,6
3257,41508,-1,6
3257,43545,-1,6
3257,43289,-1,6
1273,37480,-1,6
1273,8301,-1,6
3356,200924,-1,6
48452,52320,0,6
48452,3216,0,6
3356,262567,-1,6
3257,201942,-1,6
3257,201789,-1,6
1299,57395,-1,6
3257,62563,-1,6
3257,19740,-1,6
3257,6621,-1,6
3356,32625,-1,6
3257,6894,-1,6
3257,7296,-1,6
3257,8301,-1,6
3257,22987,-1,6
1299,39927,-1,6
3491,10158,-1,6
1299,43289,-1,6
200924,52320,0,6
1299,5394,-1,6
1299,47890,-1,6
1299,7296,-1,6
1299,5504,-1,6
3356,263042,-1,6
3356,262854,-1,6
1299,48910,-1,6
3356,266539,-1,6
3356,265417,-1,6
3356,265171,-1,6
3356,265019,-1,6
1299,14522,-1,6
1299,10158,-1,6
174,38176,-1,6
6762,62275,-1,6
6762,273658,-1,6
266416,6939,0,6
266416,7195,0,6
6894,6939,0,6
266416,52320,0,6
6894,3216,0,6
6830,47890,0,6
23175,6939,0,6
5394,3216,0,6
174,34254,-1,6
174,32489,-1,6
6939,12087,0,6
6939,13354,0,6
6939,10158,0,6
12956,14522,-1,6
12956,8301,-1,6
6939,19740,-1,6
6939,19844,-1,6
2914,7506,-1,6
2914,7296,-1,6
2914,5394,-1,6
6939,13830,0,6
6939,17534,0,6
263583,52320,0,6
6939,6876,0,6
6939,7296,0,6
6939,7506,0,6
6939,6621,-1,6
30778,6939,0,6
6939,5394,0,6
6939,7806,-1,6
6939,8301,0,6
174,43376,-1,6
174,43545,-1,6
174,43289,-1,6
265417,6939,0,6
31133,47165,-1,6
31133,48219,-1,6
31133,200924,0,6
22987,6939,0,6
31133,10158,0,6
31133,34244,0,6
31133,35645,-1,6
31133,29303,-1,6
265171,52320,0,6
31133,39927,-1,6
22987,16735,0,6
6453,7296,-1,6
6461,6621,-1,6
174,23175,-1,6
264459,7195,0,6
264459,6939,0,6
6461,13354,-1,6
6461,10587,-1,6
174,19021,-1,6
174,19740,-1,6
12389,28812,-1,6
5394,52320,0,6
6621,52320,0,6
6621,16735,0,6
6461,32489,-1,6
12389,47165,-1,6
174,24916,-1,6
174,26223,-1,6
12389,29303,-1,6
12389,39927,-1,6
174,12087,-1,6
174,10587,-1,6
22987,52320,0,6
174,7296,-1,6
174,6621,-1,6
174,6876,-1,6
174,6894,-1,6
174,14522,-1,6
174,13830,-1,6
38883,3257,0,6
174,13354,-1,6
174,265171,-1,6
2914,200924,-1,6
4637,55933,-1,6
7195,14522,0,6
7018,32625,-1,6
7195,266961,0,6
7018,23308,-1,6
2914,59395,-1,6
7018,6621,-1,6
7018,19021,-1,6
7473,17534,0,6
4637,10158,-1,6
139281,6939,0,6
7473,7506,0,6
4637,38176,-1,6
206652,6939,0,6
6939,200924,0,6
6939,201789,0,6
6939,206446,0,6
6939,207056,0,6
6939,62563,0,6
174,206652,-1,6
2914,38634,-1,6
6939,138466,0,6
2914,38566,-1,6
6939,264567,0,6
6939,265171,0,6
6939,267503,0,6
6939,268512,0,6
6939,266961,0,6
6939,262567,0,6
6939,263583,0,6
6939,264216,0,6
52320,206446,0,6
52320,11562,-1,6
10299,52320,0,6
10158,3257,0,6
10158,52320,0,6
4637,7468,-1,6
4637,6894,0,6
174,201789,-1,6
6939,36416,0,6
2914,17534,-1,6
174,59395,-1,6
62275,31133,0,6
6939,55933,-1,6
59395,3216,0,6
59395,52320,0,6
29687,52320,0,6
6939,38634,0,6
6939,38883,-1,6
6939,56294,0,6
6939,59395,0,6
62275,52320,0,6
174,62563,-1,6
174,49743,-1,6
6939,32489,0,6
2914,26223,-1,6
2914,24916,-1,6
6939,35004,0,6
2914,22653,-1,6
174,62275,-1,6
6939,34244,0,6
6939,34254,0,6
6939,49743,0,6
6939,47702,-1,6
6939,48452,0,6
62275,6939,0,6
6939,43289,-1,6
6939,43545,0,6
6939,43376,-1,6
62275,3216,0,6
62275,1239,0,6
6939,29687,0,6
6939,28352,0,6
2914,27775,-1,6
6939,26806,-1,6
6939,24916,0,6
174,47890,-1,6
6939,26073,-1,6
29687,3216,0,6
174,48910,-1,6
6939,60475,0,6
6939,26223,0,6
6939,61650,0,6
6939,29303,0,6
3257,41887,-1,7
3257,40317,-1,7
3356,32869,-1,7
1239,48314,0,7
1239,19711,0,7
1299,40387,-1,7
1273,31083,-1,7
12494,6939,0,7
3356,30372,-1,7
3356,31083,-1,7
3257,39545,-1,7
3216,19711,0,7
31133,19711,0,7
31133,28676,0,7
12956,265684,-1,7
3257,400511,-1,7
3257,394177,-1,7
12956,36947,-1,7
1299,50254,-1,7
31083,12956,0,7
3356,34525,-1,7
1239,32869,-1,7
31133,48314,0,7
3356,40749,-1,7
1299,57174,-1,7
202662,3491,0,7
202662,3257,0,7
3320,28676,-1,7
9498,206499,0,7
207960,6939,0,7
13002,31133,0,7
3356,13002,-1,7
1299,394177,-1,7
2914,24768,-1,7
9498,4608,0,7
9498,58640,-1,7
1299,28118,-1,7
3356,8495,-1,7
12389,12494,-1,7
3356,11090,-1,7
13002,6939,0,7
3320,48314,-1,7
3356,10954,-1,7
9498,58898,-1,7
2914,41887,-1,7
9498,134033,-1,7
13002,3216,0,7
9498,133661,-1,7
13002,1239,0,7
48314,3216,0,7
48314,52320,0,7
10954,52320,0,7
3257,29152,-1,7
3216,57174,-1,7
1299,197099,0,7
3257,31083,-1,7
1299,8495,-1,7
3356,18943,-1,7
13002,52320,0,7
3320,8495,-1,7
1299,34525,-1,7
28676,1239,0,7
174,34525,-1,7
174,32869,-1,7
6830,197155,-1,7
36947,52320,0,7
36947,16735,0,7
36947,6939,0,7
16735,266602,-1,7
16735,10954,-1,7
174,37054,-1,7
174,36947,-1,7
6762,37054,-1,7
6762,36947,-1,7
6762,28118,0,7
174,37187,-1,7
174,29152,-1,7
174,28118,-1,7
174,197155,-1,7
174,139646,-1,7
174,203929,-1,7
6939,62000,0,7
6939,7057,-1,7
174,202662,-1,7
174,62000,-1,7
6939,53143,0,7
174,54650,-1,7
6939,266602,0,7
52041,6939,0,7
6939,265135,0,7
6939,265421,0,7
6939,197064,0,7
6939,197155,0,7
6939,202662,0,7
6939,203929,0,7
6939,206499,0,7
6939,262952,0,7
6939,263390,0,7
6939,263462,0,7
6939,28676,0,7
6939,29152,-1,7
6939,29468,0,7
6939,26110,-1,7
6939,30730,0,7
6939,32869,-1,7
6939,20413,-1,7
6939,22324,-1,7
6939,19711,0,7
6939,24768,-1,7
6939,48314,0,7
6939,48011,0,7
6939,10954,0,7
6939,39399,0,7
6939,40317,-1,7
6939,37314,0,7
6939,37054,0,7
6939,37187,0,7
7018,2386,-1,7
6939,11090,-1,7
6939,41887,-1,7
4608,6461,0,7
37054,3257,0,7
37054,3216,0,7
37054,1239,0,7
4608,3491,0,7
4608,3257,0,7
37054,52320,0,7
7473,4608,0,7
4637,4608,0,7
6939,2847,0,7
174,400511,-1,7
174,266602,-1,7
174,265684,-1,7
6939,4608,0,7
7018,18943,-1,7
7018,32869,-1,7
7195,265421,0,7
7195,268069,0,7
7195,10954,0,7
174,40317,-1,7
37236,6939,0,7
37236,3257,0,7
37187,3257,0,7
52320,19711,0,7
6939,819,-1,7
6939,1351,-1,7
174,8495,0,7
174,7057,-1,7
265684,6939,0,7
265684,16735,0,7
174,819,-1,7
174,1351,-1,7
56327,6939,0,7
3356,62000,-1,7
3491,139646,-1,7
265684,52320,0,7
5511,37054,-1,7
5511,36947,-1,7
5511,28118,-1,7
174,13002,-1,7
5511,62000,-1,7
5511,48314,-1,7
3356,199319,-1,7
3356,197155,-1,7
3356,266602,-1,7
1239,4608,0,7
3491,31083,-1,7
3491,36947,-1,7
6461,28118,-1,7
6461,54650,-1,7
174,24768,-1,7
6453,197064,-1,7
6461,11090,-1,7
41887,3216,0,7
41887,1239,0,7
6453,24768,-1,7
6453,31083,-1,7
174,22324,-1,7
266143,6461,0,7
394177,6939,0,7
3356,52695,-1,7
174,26110,-1,7
174,19711,-1,7
174,20413,-1,7
41887,31133,0,7
41887,52320,0,7
12941,52320,0,8
30619,3491,0,8
21100,3216,0,8
31133,12941,0,8
31133,13045,0,8
30764,6939,0,8
30764,1239,0,8
